uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
PI;nossa senhora dos remedios;nossa senhora dos remedios;Nossa Senhora dos Remedios;1;nenhuma;formatacao
PI;nova santa rita;nova santa rita;Nova Santa Rita;6;nenhuma;formatacao
PI;novo oriente do piaui;novo oriente do piaui;Novo Oriente do Piauí;8;nenhuma;formatacao
PI;novo oriente do piauí;novo oriente do piaui;Novo Oriente do Piauí;1;acento;formatacao
PI;novo santo antonio;novo santo antonio;Novo Santo Antônio;1;nenhuma;formatacao
PI;novo santo antônio;novo santo antonio;Novo Santo Antônio;1;acento;formatacao
PI;oeiras;oeiras;Oeiras;82;nenhuma;formatacao
PI;olho d'água do piauí;olho d agua do piaui;Olho D'água do Piauí;1;acento;formatacao
PI;padre marcos;padre marcos;Padre Marcos;1;nenhuma;formatacao
PI;paes landim;paes landim;Paes Landim;3;nenhuma;formatacao
PI;pajeu do piaui;pajeu do piaui;Pajeu do Piaui;5;nenhuma;formatacao
PI;palmeira do piauí;palmeira do piaui;Palmeira do Piauí;2;acento;formatacao
PI;palmeira do piaui;palmeira do piaui;Palmeira do Piauí;2;nenhuma;formatacao
PI;palmeirais;palmeirais;Palmeirais;2;nenhuma;formatacao
PI;paqueta;paqueta;Paqueta;1;nenhuma;formatacao
PI;parnagua;parnagua;Parnaguá;5;nenhuma;formatacao
PI;parnaguá;parnagua;Parnaguá;1;acento;formatacao
PI;parnaiba;parnaiba;Parnaíba;250;nenhuma;formatacao
PI;parnaíba;parnaiba;Parnaíba;60;acento;formatacao
PI;passagem franca do piaui;passagem franca do piaui;Passagem Franca do Piaui;1;nenhuma;formatacao
PI;paulistana;paulistana;Paulistana;36;nenhuma;formatacao
PI;pavussu;pavussu;Pavussu;3;nenhuma;formatacao
PI;pedro ii;pedro ii;Pedro Ii;26;nenhuma;formatacao
PI;pedro laurentino;pedro laurentino;Pedro Laurentino;4;nenhuma;formatacao
PI;picos;picos;Picos;201;nenhuma;formatacao
PI;pimenteiras;pimenteiras;Pimenteiras;12;nenhuma;formatacao
PI;pio ix;pio ix;Pio Ix;27;nenhuma;formatacao
PI;piracuruca;piracuruca;Piracuruca;50;nenhuma;formatacao
PI;piripiri;piripiri;Piripiri;88;nenhuma;formatacao
PI;porto;porto;Porto;5;nenhuma;formatacao
PI;porto alegre do piaui;porto alegre do piaui;Porto Alegre do Piaui;2;nenhuma;formatacao
PI;prata do piaui;prata do piaui;Prata do Piaui;1;nenhuma;formatacao
PI;queimada nova;queimada nova;Queimada Nova;7;nenhuma;formatacao
PI;redencao do gurgueia;redencao do gurgueia;Redencao do Gurgueia;6;nenhuma;formatacao
PI;regeneracao;regeneracao;Regeneração;21;nenhuma;formatacao
PI;regeneração;regeneracao;Regeneração;3;acento;formatacao
PI;riacho frio;riacho frio;Riacho Frio;3;nenhuma;formatacao
PI;ribeira do piaui;ribeira do piaui;Ribeira do Piaui;3;nenhuma;formatacao
PI;ribeiro goncalves;ribeiro goncalves;Ribeiro Gonçalves;6;nenhuma;formatacao
PI;ribeiro gonçalves;ribeiro goncalves;Ribeiro Gonçalves;1;acento;formatacao
PI;rio grande do piaui;rio grande do piaui;Rio Grande do Piauí;5;nenhuma;formatacao
PI;rio grande do piauí;rio grande do piaui;Rio Grande do Piauí;3;acento;formatacao
PI;santa cruz do piaui;santa cruz do piaui;Santa Cruz do Piaui;11;nenhuma;formatacao
PI;santa cruz dos milagres;santa cruz dos milagres;Santa Cruz dos Milagres;4;nenhuma;formatacao
PI;santa filomena;santa filomena;Santa Filomena;13;nenhuma;formatacao
PI;santa luz;santa luz;Santa Luz;9;nenhuma;formatacao
PI;santa rosa do piaui;santa rosa do piaui;Santa Rosa do Piaui;5;nenhuma;formatacao
PI;santana do piaui;santana do piaui;Santana do Piauí;3;nenhuma;formatacao
PI;santana do piauí;santana do piaui;Santana do Piauí;1;acento;formatacao
PI;santo antonio de lisboa;santo antonio de lisboa;Santo Antonio de Lisboa;12;nenhuma;formatacao
PI;santo inacio do piaui;santo inacio do piaui;Santo Inácio do Piauí;7;nenhuma;formatacao
PI;santo inácio do piauí;santo inacio do piaui;Santo Inácio do Piauí;2;acento;formatacao
PI;sao braz do piaui;sao braz do piaui;Sao Braz do Piaui;1;nenhuma;formatacao
PI;sao goncalo do gurgueia;sao goncalo do gurgueia;Sao Goncalo do Gurgueia;1;nenhuma;formatacao
PI;sao goncalo do piaui;sao goncalo do piaui;Sao Goncalo do Piaui;4;nenhuma;formatacao
PI;sao joao da canabrava;sao joao da canabrava;Sao Joao da Canabrava;1;nenhuma;formatacao
PI;sao joao da fronteira;sao joao da fronteira;Sao Joao da Fronteira;4;nenhuma;formatacao
PI;sao joao da serra;sao joao da serra;Sao Joao da Serra;7;nenhuma;formatacao
PI;sao joao da varjota;sao joao da varjota;Sao Joao da Varjota;2;nenhuma;formatacao
PI;sao jose do piaui;sao jose do piaui;Sao Jose do Piaui;8;nenhuma;formatacao
PI;sao lourenco do piaui;sao lourenco do piaui;Sao Lourenco do Piaui;3;nenhuma;formatacao
PI;sao pedro do piaui;sao pedro do piaui;Sao Pedro do Piaui;14;nenhuma;formatacao
PI;sebastiao leal;sebastiao leal;Sebastiao Leal;3;nenhuma;formatacao
PI;sigefredo pacheco;sigefredo pacheco;Sigefredo Pacheco;8;nenhuma;formatacao
PI;simplicio mendes;simplicio mendes;Simplício Mendes;13;nenhuma;formatacao
PI;simplício mendes;simplicio mendes;Simplício Mendes;4;acento;formatacao
PI;simoes;simoes;Simões;17;nenhuma;formatacao
PI;simões;simoes;Simões;3;acento;formatacao
PI;socorro do piaui;socorro do piaui;Socorro do Piaui;1;nenhuma;formatacao
PI;sao francisco de assis do piaui;sao francisco de assis do piaui;São Francisco de Assis do Piauí;6;nenhuma;formatacao
PI;são francisco de assis do piauí;sao francisco de assis do piaui;São Francisco de Assis do Piauí;2;acento;formatacao
PI;sao francisco do piaui;sao francisco do piaui;São Francisco do Piauí;7;nenhuma;formatacao
PI;são francisco do piauí;sao francisco do piaui;São Francisco do Piauí;2;acento;formatacao
PI;sao felix do piaui;sao felix do piaui;São Félix do Piauí;4;nenhuma;formatacao
PI;são félix do piauí;sao felix do piaui;São Félix do Piauí;1;acento;formatacao
PI;sao jose do divino;sao jose do divino;São José do Divino;7;nenhuma;formatacao
PI;são josé do divino;sao jose do divino;São José do Divino;2;acento;formatacao
PI;sao jose do peixe;sao jose do peixe;São José do Peixe;5;nenhuma;formatacao
PI;são josé do peixe;sao jose do peixe;São José do Peixe;1;acento;formatacao
PI;sao joao do piaui;sao joao do piaui;São João do Piauí;52;nenhuma;formatacao
PI;são joão do piauí;sao joao do piaui;São João do Piauí;10;acento;formatacao
PI;sao juliao;sao juliao;São Julião;6;nenhuma;formatacao
PI;são julião;sao juliao;São Julião;1;acento;formatacao
PI;são miguel da baixa grande;sao miguel da baixa grande;São Miguel da Baixa Grande;1;acento;formatacao
PI;sao miguel da baixa grande;sao miguel da baixa grande;São Miguel da Baixa Grande;1;nenhuma;formatacao
PI;sao miguel do fidalgo;sao miguel do fidalgo;São Miguel do Fidalgo;3;nenhuma;formatacao
PI;são miguel do fidalgo;sao miguel do fidalgo;São Miguel do Fidalgo;1;acento;formatacao
PI;sao miguel do tapuio;sao miguel do tapuio;São Miguel do Tapuio;13;nenhuma;formatacao
PI;são miguel do tapuio;sao miguel do tapuio;São Miguel do Tapuio;1;acento;formatacao
